City;Latitude;Longitude;Country
Preutesti;47.45;26.41667;RO
Prejmer;45.71667;25.76667;RO
Predeal;45.5;25.56667;RO
Praid;46.55;25.13333;RO
Potlogi;44.55;25.58333;RO
Potcoava;44.48333;24.65;RO
Posta Calnau;45.23333;26.85;RO
Popricani;47.3;27.51667;RO
Popesti-Leordeni;44.38333;26.16667;RO
Popesti;47.23333;22.41667;RO
Poienile de sub Munte;47.81667;24.43333;RO
Poiana Teiului;47.1;25.96667;RO
Poiana Mare;43.91667;23.06667;RO
Poiana Lacului;44.81667;24.73333;RO
Poiana Campina;45.13333;25.68333;RO
Pogoanele;44.91667;27;RO
Podu Turcului;46.2;27.38333;RO
Poduri;46.46667;26.53333;RO
Podu Iloaiei;47.21667;27.26667;RO
Podoleni;46.8;26.61667;RO
Podari;44.25;23.78333;RO
Plosca;44.03333;25.13333;RO
Plopsoru;44.78333;23.35;RO
Plopeni;45.04955;25.95202;RO
Ploiesti;44.95;26.01667;RO
Plenita;44.21667;23.18333;RO
Pitesti;44.85;24.86667;RO
Piscu Vechi;43.9;23.16667;RO
Piscu;45.5;27.73333;RO
Parscov;45.28333;26.55;RO
Parjol;46.58333;26.6;RO
Pipirig;47.25;26.06667;RO
Pancota;46.33333;21.7;RO
Pietrosani;45.18333;24.85;RO
Piatra Soimului;46.83333;26.43333;RO
Piatra Olt;44.36667;24.26667;RO
Piatra Neamt;46.91667;26.33333;RO
Petrosani;45.41667;23.36667;RO
Petrila;45.45;23.41667;RO
Petricani;47.16667;26.46667;RO
Petresti;44.65;25.33333;RO
Perisoru;44.45;27.55;RO
Peris;44.68472;26.01389;RO
Perieni;46.3;27.61667;RO
Periam;46.05;20.86667;RO
Peretu;44.05;25.08333;RO
Pechea;45.63333;27.8;RO
Paunesti;46.03333;27.1;RO
Paulesti;45;25.98333;RO
Pantelimon;44.45;26.2;RO
Panet;46.55514;24.46973;RO
Panciu;45.9;27.08333;RO
Paltinoasa;47.55;25.95;RO
Pades;45.01667;22.85;RO
Ovidiu;44.258;28.56083;RO
Otopeni;44.55;26.06667;RO
Otelu Rosu;45.53333;22.36667;RO
Ostroveni;43.8;23.9;RO
Ostrov;44.11667;27.36667;RO
Osica de Sus;44.25;24.31667;RO
Orsova;44.72299;22.39619;RO
Orbeasca de Sus;44.15;25.31667;RO
Oravita;45.0325;21.68944;RO
Orasu Nou;47.83333;23.28333;RO
Orastie;45.83333;23.2;RO
Oradea;47.0458;21.91833;RO
Oltenita;44.08333;26.63333;RO
Oituz;46.2;26.61667;RO
Odorheiu Secuiesc;46.3;25.3;RO
Odobesti;45.76667;27.05;RO
Odobesti;44.61667;25.56667;RO
Ocna Mures;46.38333;23.85;RO
Nusfalau;47.2;22.73333;RO
Nimigea de Sus;47.28333;24.31667;RO
Nicoresti;45.93223;27.30866;RO
Nicolae Balcescu;46.46667;26.91667;RO
Nehoiu;45.41667;26.3;RO
Negru Voda;43.81667;28.2;RO
Negresti-Oas;47.86667;23.43333;RO
Negresti;46.83333;27.43333;RO
Navodari;44.31667;28.6;RO
Nasaud;47.28333;24.4;RO
Nadlac;46.16667;20.75;RO
Murgeni;46.20444;28.01972;RO
Murfatlar;44.18333;28.41667;RO
Munteni;45.93333;27.43333;RO
Mugeni;46.25;25.21667;RO
Motru;44.80333;22.97194;RO
Motca;47.25;26.61667;RO
Motatei;44.08333;23.2;RO
Moroeni;45.21667;25.43333;RO
Moreni;44.98301;25.64415;RO
Moldova Noua;44.7375;21.66694;RO
Moisei;47.65562;24.54011;RO
Moinesti;46.47523;26.48907;RO
Mogosoaia;44.52917;26;RO
Modelu;44.19574;27.3872;RO
Mocesti;45.05;26.25;RO
Mizil;45.01667;26.45;RO
Miroslava;47.15;27.51667;RO
Miresu Mare;47.5;23.33333;RO
Mircesti;47.08333;26.83333;RO
Calarasi;44.2051;27.31356;RO
Mircea Voda;44.28333;28.16667;RO
Manastirea;44.21667;26.9;RO
Milisauti;47.78333;26;RO
Milcovul;45.65;27.25;RO
Mihai Viteazu;46.53333;23.75;RO
Mihail Kogalniceanu;44.68333;27.73333;RO
Mihail Kogalniceanu;44.36798;28.46;RO
Mihailesti;44.32667;25.90833;RO
Mihaileni;47.96667;26.15;RO
Mihaesti;45.11667;25;RO
Mihaesti;45.03333;24.25;RO
Miercurea Nirajului;46.53333;24.8;RO
Miercurea-Ciuc;46.35;25.8;RO
Merei;45.13333;26.68333;RO
Mediesu Aurit;47.78333;23.15;RO
Medias;46.16667;24.35;RO
Medgidia;44.25;28.28333;RO
Mavrodin;44.03333;25.25;RO
Matca;45.85;27.53333;RO
Matasaru;44.71667;25.41667;RO
Matasari;44.85;23.08333;RO
Mastacani;45.78333;28.03333;RO
Margineni-Munteni;46.6;26.9;RO
Marginea;47.81667;25.81667;RO
Marghita;47.35;22.33333;RO
Marasesti;45.88333;27.23333;RO
Maracineni;45.2;26.8;RO
Mangalia;43.8;28.58333;RO
Manesti;44.86667;25.85;RO
Malini;47.46667;26.08333;RO
Maieru;47.4;24.75;RO
Maicanesti;45.5;27.5;RO
Magureni;45.06667;25.73333;RO
Magurele;44.35;26.03333;RO
Maglavit;44.03333;23.1;RO
Macin;45.24371;28.13564;RO
Macea;46.38333;21.3;RO
Lupeni;45.36029;23.23832;RO
Lunguletu;44.61667;25.65;RO
Lungani;47.18333;27.15;RO
Luncavita;45.28333;28.26667;RO
Lunca de Jos;46.56667;25.98333;RO
Lunca;43.83333;24.76667;RO
Lumina;44.28333;28.56667;RO
Lugoj;45.68861;21.90306;RO
Ludus;46.48333;24.1;RO
Ludesti;44.86667;25.23333;RO
Lucieni;44.85;25.43333;RO
Lovrin;45.96806;20.77028;RO
Livezi-Vale;46.41667;26.73333;RO
Livada;47.86667;23.13333;RO
Liteni;47.56667;26.2;RO
Lipova;46.09085;21.69628;RO
Liesti;45.61667;27.51667;RO
Leu;44.18333;24;RO
Letcani;47.18333;27.41667;RO
Lespezi;47.36667;26.7;RO
Leordeni;44.78333;25.11667;RO
Lenauheim;45.87194;20.79944;RO
Lehliu-Gara;44.43333;26.85;RO
Lechinta;47.01667;24.35;RO
Lazuri;47.85;22.86667;RO
Laza;46.65;27.58333;RO
Jurilovca;44.76667;28.86667;RO
Josenii Bargaului;47.21667;24.68333;RO
Joseni;46.7;25.5;RO
Joita;44.49417;25.85389;RO
Jimbolia;45.79139;20.71722;RO
Jilava;44.33333;26.07806;RO
Jijila;45.3;28.15;RO
Jibou;47.25896;23.25651;RO
Jebel;45.55556;21.21361;RO
Izvoarele;45.03333;25.26667;RO
Izbiceni;43.83333;24.65;RO
Ivesti;45.68333;27.51667;RO
Islaz;43.72006;24.76436;RO
Isaccea;45.26667;28.46667;RO
Intorsura Buzaului;45.68333;26.03333;RO
Insuratei;44.91667;27.6;RO
Ineu;46.43372;21.84048;RO
Ighiu;46.15;23.51667;RO
Iernut;46.45;24.25;RO
Iasi;47.16667;27.6;RO
Ianca;45.13333;27.45;RO
Husi;46.67361;28.05944;RO
Hunedoara;45.75;22.9;RO
Huedin;46.86667;23.05;RO
Hudesti;48.15;26.5;RO
Hotarele;44.1725;26.37028;RO
Horodnic de Sus;47.84012;25.82354;RO
Horezu;45.15;24.01667;RO
Homocea;46.13333;27.23333;RO
Holboca;47.15;27.7;RO
Harsova;44.68555;27.95009;RO
Harlau;47.43333;26.9;RO
Helegiu;46.35;26.75;RO
Havarna;48.06667;26.65;RO
Hateg;45.61667;22.95;RO
Halmeu;47.96667;23.01667;RO
Halchiu;45.76667;25.55;RO
Halaucesti;47.1;26.8;RO
Gurghiu;46.76667;24.85;RO
Gura Vitioarei;45.15;26.03333;RO
Gura Vaii;46.33333;26.73333;RO
Gura Sutii;44.75;25.51667;RO
Gura Humorului;47.55;25.9;RO
Gugesti;45.56667;27.13333;RO
Grumazesti;47.13333;26.36667;RO
Gruiu;44.73333;26.23333;RO
Grivita;46.15;27.65;RO
Grivita;44.73333;27.28333;RO
Greci;45.18333;28.23333;RO
Gradistea;44.23333;27.21667;RO
Gornesti;46.67129;24.64757;RO
Gorgota;44.78333;26.08333;RO
Gogosu;44.37389;22.59306;RO
Glina;44.38333;26.25;RO
Giurgiu;43.88664;25.9627;RO
Girov;46.95;26.51667;RO
Garla-Mare;44.20917;22.775;RO
Gilau;46.73245;23.36174;RO
Giarmata;45.83833;21.31083;RO
Ghimes-Faget;46.58333;26.06667;RO
Ghidigeni;46.05;27.5;RO
Gherla;47.03333;23.91667;RO
Gheraesti;47.01667;26.81667;RO
Gheorgheni;46.72292;25.60055;RO
Geoagiu;45.91667;23.2;RO
Gataia;45.43111;21.43;RO
Galati;45.43687;28.05028;RO
Galanesti;47.91667;25.8;RO
Gaiseni;44.515;25.64528;RO
Gaesti;44.71667;25.31667;RO
Fundulea;44.46667;26.51667;RO
Fundeni;44.38333;26.35;RO
Frumusita;45.66667;28.06667;RO
Frumusica;47.53333;26.9;RO
Frumusani;44.29611;26.32556;RO
Fratesti;43.96667;25.96667;RO
Fratautii Noi;47.94257;25.84465;RO
Frasin;47.53333;25.8;RO
Focuri;47.35;27.21667;RO
Focsani;45.7;27.18333;RO
Floresti;46.74574;23.49375;RO
Floresti;45.05;25.78333;RO
Fantanele;46.1237;21.3842;RO
Filipestii de Targ;44.98333;25.78333;RO
Filipestii de Padure;45;25.75;RO
Filiasi;44.55;23.51667;RO
Fieni;45.13333;25.41667;RO
Fetesti-Gara;44.4196;27.82536;RO
Fetesti;44.38333;27.83333;RO
Felnac;46.11667;21.15;RO
Feldru;47.28333;24.6;RO
Feldioara;45.81667;25.6;RO
Farcasele;44.15;24.43333;RO
Faraoani;46.43333;26.9;RO
Falticeni;47.45;26.3;RO
Falciu;46.29611;28.14083;RO
Faget;45.85;22.18333;RO
Fagaras;45.85;24.96667;RO
Facaeni;44.56667;27.9;RO
Ernei;46.60505;24.64148;RO
Erbiceni;47.26667;27.23333;RO
Eforie Sud;44.02294;28.64943;RO
Dumbraveni;47.65;26.41667;RO
Dumbraveni;46.23333;24.56667;RO
Dumbrava Rosie;46.88333;26.43333;RO
Dudestii Vechi;46.05;20.48333;RO
Duda;46.7525;28.03722;RO
Drobeta-Turnu Severin;44.62693;22.65288;RO
Dridu;44.7;26.45;RO
Drajna de Jos;45.21667;26.05;RO
Dragutesti;44.96667;23.23333;RO
Draguseni;45.96667;27.75;RO
Dragomiresti;44.91667;25.33333;RO
Dragodana;44.73333;25.35;RO
Dragasani;44.65;24.26667;RO
Draganesti-Olt;44.16667;24.53333;RO
Draganesti;45.78333;27.46667;RO
Draganesti;44.81667;26.3;RO
Dragalina;44.43333;27.31667;RO
Dorohoi;47.95;26.4;RO
Dor Marunt;44.45;26.91667;RO
Domnesti-Sarbi;44.38333;25.91667;RO
Domnesti;44.39919;25.91618;RO
Doljesti;47.03333;26.98333;RO
Dolhasca;47.43333;26.6;RO
Dofteana;46.31667;26.51667;RO
Doftana;45.15;25.8;RO
Stei;46.53333;22.45;RO
Dobrotesti;44.28333;24.88333;RO
Dobroesti;44.45;26.18333;RO
Dobresti;46.85;22.3;RO
Ditrau;46.81667;25.51667;RO
Diosig;47.3;22;RO
Deva;45.88333;22.9;RO
Deta;45.38889;21.22444;RO
Dersca;47.98333;26.2;RO
Delesti;46.7;27.55;RO
Deleni;47.46667;26.88333;RO
Dej;47.15;23.86667;RO
Darmanesti;47.73333;26.15;RO
Darmanesti;46.36667;26.48333;RO
Darmanesti;44.91667;25.78333;RO
Darabani;48.18333;26.58333;RO
Daneti;43.98333;24.05;RO
Dancu;47.15417;27.66623;RO
Dabuleni;43.8;24.08333;RO
Curtici;46.35;21.3;RO
Curtea de Arges;45.13422;24.67409;RO
Curcani;44.2;26.58333;RO
Cumpana;44.11667;28.56667;RO
Cugir;45.83651;23.36998;RO
Cudalbi;45.78333;27.7;RO
Cristuru Secuiesc;46.28333;25.03333;RO
Cristesti;46.5;24.48333;RO
Crevedia;44.6;25.93333;RO
Crasna;47.16667;22.9;RO
Crasna;45.16667;23.5;RO
Craiova;44.31667;23.8;RO
Covasna;45.85;26.18333;RO
Cotusca;48.13333;26.85;RO
Cotnari;47.35;26.98333;RO
Costesti;44.66667;24.88333;RO
Cosoveni;44.25;23.93333;RO
Cosmesti;45.87017;27.31115;RO
Cosesti;45.06667;24.86667;RO
Cosereni;44.68333;26.56667;RO
Corund;46.46667;25.18333;RO
Corod;45.9;27.61667;RO
Cornu Luncii;47.46667;26.15;RO
Corni;47.65;26.58333;RO
Cornetu;44.34167;25.94083;RO
Cornesti;44.78333;25.86667;RO
Cormaia;47.36667;24.68333;RO
Cordun;46.95;26.86667;RO
Corcova;44.7;23.05;RO
Corbu;44.38333;28.65;RO
Corbii Mari;44.55;25.5;RO
Corbeni;45.3;24.65;RO
Corbasca;46.28333;27.16667;RO
Corabia;43.77513;24.50146;RO
Copsa Mica;46.11667;24.25;RO
Copalnic Manastur;47.5;23.68333;RO
Copalau;47.61667;26.83333;RO
Constanta;44.18073;28.63432;RO
Comisani;44.88333;25.58333;RO
Comarnic;45.25;25.63333;RO
Comanesti;46.42135;26.43645;RO
Comana;44.17056;26.145;RO
Colceag;44.95;26.35;RO
Cojasca;44.71667;25.85;RO
Cogealac;44.55;28.56667;RO
Codlea;45.7;25.45;RO
Cochirleanca;45.21667;27.03333;RO
Cobadin;44.08333;28.21667;RO
Cluj-Napoca;46.76667;23.6;RO
Cleja;46.41667;26.9;RO
Ciurea;47.05;27.56667;RO
Ciupercenii Noi;43.90972;22.94833;RO
Cisnadie;45.71667;24.15;RO
Carta;46.53333;25.75;RO
Ciprian Porumbescu;47.56667;26.06667;RO
Cioranii de Jos;44.81667;26.41667;RO
Ciocanesti;44.6;25.85;RO
Campulung Moldovenesc;47.53333;25.56667;RO
Campina;45.12619;25.73496;RO
Campia Turzii;46.55;23.88333;RO
Campeni;46.36667;23.05;RO
Ciacova;45.50806;21.12861;RO
Chitila;44.50806;25.98222;RO
Chisineu-Cris;46.52509;21.51844;RO
Chiscani;45.18333;27.93333;RO
Chirnogi;44.11667;26.56667;RO
Chiajna;44.46;25.97333;RO
Cetate;44.1;23.05;RO
Certeze;47.9;23.46667;RO
Cernica;44.41667;26.28333;RO
Cernavoda;44.33957;28.03273;RO
Cerasu;45.31667;26.03333;RO
Ceptura de Sus;45.01667;26.31667;RO
Celaru;44.05;24.13333;RO
Cefa;46.91667;21.73333;RO
Cavnic;47.66667;23.86667;RO
Castelu;44.25;28.33333;RO
Carpinis;45.78722;20.90417;RO
Carei;47.68333;22.46667;RO
Caransebes;45.41667;22.21667;RO
Caracal;44.11667;24.35;RO
Calugareni;44.17167;25.99556;RO
Calinesti;44.81667;25.05;RO
Calimanesti;45.23333;24.33333;RO
Calarasi;43.8;24.05;RO
Calan;45.73333;22.98333;RO
Calafindesti;47.85;26.11667;RO
Calafat;43.99069;22.93328;RO
Cajvana;47.7;25.96667;RO
Caiuti-Sat;46.18333;26.93333;RO
Caianu Mic;47.23333;24.15;RO
Buzoesti;44.58333;24.91667;RO
Buzias;45.64917;21.60361;RO
Buzau;45.15;26.83333;RO
Busteni;45.4;25.53333;RO
Buruenesti;45.31667;26.35;RO
Bumbesti-Jiu;45.16667;23.4;RO
Buhusi;46.71667;26.7;RO
Buftea;44.56139;25.94889;RO
Budesti;45.05;24.38333;RO
Budesti;44.23472;26.46583;RO
Bucharest;44.43225;26.10626;RO
Bucu;44.60532;27.49337;RO
Bucsani;44.86667;25.65;RO
Bucov;44.96667;26.08333;RO
Bucecea;47.76667;26.43333;RO
Brusturi;47.28333;26.38333;RO
Brosteni;47.23333;25.7;RO
Brezoi;45.33797;24.24863;RO
Brebu Manastirei;45.18333;25.76667;RO
Breaza de Sus;45.19879;25.65578;RO
Breaza;45.18333;25.66667;RO
Brazii de Sus;44.86667;26.01667;RO
Bratca;46.93333;22.61667;RO
Brasov;45.64861;25.60613;RO
Branesti;45.03333;25.41667;RO
Branesti;44.45;26.33333;RO
Bran;45.51667;25.35;RO
Braila;45.27152;27.97429;RO
Brahasestii de Sus;46.05;27.35;RO
Bragadiru;44.37111;25.9775;RO
Bradu;44.78333;24.9;RO
Brad;46.13333;22.78333;RO
Botosani;47.75;26.66667;RO
Botoroaga;44.14833;25.54472;RO
Bosanci;47.58333;26.31667;RO
Borsa;47.65527;24.66328;RO
Borlesti;46.76667;26.48333;RO
Bordusani;44.48333;27.9;RO
Borcea;44.33333;27.75;RO
Borca;47.18333;25.76667;RO
Bolintin Vale;44.44889;25.75778;RO
Bolintin Deal;44.45917;25.82111;RO
Boldesti-Scaeni;45.03333;26.03333;RO
Bodesti;47.03333;26.41667;RO
Bocsa;45.37333;21.70917;RO
Blejoi;45;26.01667;RO
Blaj;46.17508;23.91578;RO
Blagesti;46.68333;26.65;RO
Bixad;47.93333;23.4;RO
Bistrita;47.13316;24.50011;RO
Barsana;47.81667;24.06667;RO
Barlad;46.23175;27.66907;RO
Barla;44.42606;24.77743;RO
Biled;45.88639;20.95889;RO
Bicaz;46.91667;26.06667;RO
Bezdead;45.15;25.51667;RO
Berzunti;46.4;26.63333;RO
Berezeni;46.37611;28.14778;RO
Beresti-Tazlau;46.46667;26.66667;RO
Berceni;44.93333;26.11667;RO
Berca;45.28333;26.68333;RO
Berbesti;44.98333;23.88333;RO
Belcesti;47.3;27.08333;RO
Beius;46.66667;22.35;RO
Beclean;47.18333;24.18333;RO
Batar;46.7;21.81667;RO
Bascov;44.9;24.81667;RO
Barcea;45.75;27.46667;RO
Barcanesti;44.88333;26.05;RO
Barbuletu;45.13333;25.3;RO
Baraolt;46.07514;25.60029;RO
Banesti;45.1;25.76667;RO
Baneasa;44.06667;27.7;RO
Baneasa;44.04611;26.06417;RO
Band;46.58333;24.38333;RO
Banca;46.3;27.8;RO
Baluseni;47.66667;26.8;RO
Baltati;47.21667;27.15;RO
Baltatesti;47.11667;26.3;RO
Bals;44.35;24.1;RO
Balotesti;44.61667;26.11667;RO
Balesti;45.01667;23.21667;RO
Baleni Sarbi;44.81667;25.63333;RO
Balcesti;44.61667;23.95;RO
Balcani;46.63333;26.55;RO
Balan;46.6505;25.80834;RO
Bailesti;44.01667;23.35;RO
Baile Herculane;44.87972;22.4125;RO
Baiculesti;45.06667;24.7;RO
Baicoi;45.03333;25.85;RO
Baia Sprie;47.66189;23.69215;RO
Baia Mare;47.65729;23.56808;RO
Baia;47.41667;26.21667;RO
Baciu;46.8;23.51667;RO
Bacau;46.56718;26.91384;RO
Babeni;44.96667;24.23333;RO
Babaita;44.16667;25.38333;RO
Babadag;44.9;28.71667;RO
Avrig;45.71667;24.38333;RO
Avrameni;48.01667;26.95;RO
Asau;46.44301;26.40036;RO
Armasesti;44.75;26.58333;RO
Aricestii-Rahtivani;44.95;25.83333;RO
Ardud;47.63333;22.88333;RO
Arbore;47.73333;25.93333;RO
Arad;46.18333;21.31667;RO
Apahida;46.81667;23.75;RO
Aninoasa;44.96667;25.43333;RO
Anina;45.07944;21.85694;RO
Amarastii de Jos;43.95;24.16667;RO
Amara;44.61667;27.31667;RO
Alexandria;43.98333;25.33333;RO
Alesd;47.06667;22.41667;RO
Albesti-Paleologu;44.95;26.21667;RO
Albestii Pamanteni;45.21667;24.66667;RO
Albesti;47.7;27.06667;RO
Albesti;46.23333;24.85;RO
Alba Iulia;46.06667;23.58333;RO
Aiud;46.31006;23.72128;RO
Agnita;45.96667;24.61667;RO
Agigea;44.09258;28.61079;RO
Agas;46.48333;26.21667;RO
Afumati;44.51667;26.26667;RO
Adjud;46.1;27.16667;RO
Adancata;47.73333;26.3;RO
Adamus;46.3;24.23333;RO
Abrud;46.27406;23.06339;RO
1 Decembrie;44.29083;26.05806;RO
Pascani;47.2469;26.72291;RO
Mioveni;44.95905;24.94198;RO
Sighisoara;46.22141;24.79279;RO
Slobozia;44.5647;27.3633;RO
Sector 1;44.49239;26.04831;RO
Sector 2;44.4528;26.13321;RO
Sector 3;44.4234;26.16874;RO
Sector 4;44.37571;26.12085;RO
Sector 5;44.38808;26.07144;RO
Sector 6;44.43579;26.01649;RO
Veszto;46.91667;21.26667;HU
Vasarosnameny;48.12542;22.31325;HU
Vamospercs;47.53333;21.9;HU
Ujszasz;47.3;20.08333;HU
Ujkigyos;46.58333;21.03333;HU
Ujfeherto;47.8;21.68333;HU
Turkeve;47.1;20.75;HU
Totkomlos;46.41667;20.73333;HU
Torokszentmiklos;47.18333;20.41667;HU
Tokaj;48.11717;21.40922;HU
Tiszavasvari;47.96667;21.35;HU
Tiszaujvaros;47.93333;21.08333;HU
Tiszaluc;48.03774;21.07261;HU
Tiszalok;48.01667;21.38333;HU
Tiszakecske;46.93261;20.10349;HU
Tiszafured;47.61667;20.76667;HU
Tiszafoldvar;46.98333;20.25;HU
Teglas;47.71667;21.68333;HU
Szolnok;47.18333;20.2;HU
Szikszo;48.2;20.93333;HU
Szerencs;48.15993;21.2097;HU
Szeghalom;47.03333;21.16667;HU
Szeged;46.253;20.14824;HU
Szarvas;46.86667;20.55;HU
Satoraljaujhely;48.39492;21.65871;HU
Sarospatak;48.3245;21.57383;HU
Sarkad;46.75;21.38333;HU
Sandorfalva;46.36087;20.09889;HU
Sajoszentpeter;48.21667;20.71667;HU
Rakoczifalva;47.08333;20.23333;HU
Rakamaz;48.12372;21.46429;HU
Putnok;48.3;20.43333;HU
Puspokladany;47.31667;21.11667;HU
Polgar;47.86667;21.11667;HU
Ozd;48.21667;20.3;HU
Oroshaza;46.56667;20.66667;HU
Nyirtelek;48.01667;21.63333;HU
Nyiregyhaza;47.95539;21.71671;HU
Nyirbator;47.83333;22.13333;HU
Nyiradony;47.69746;21.91878;HU
Nagyszenas;46.68333;20.66667;HU
Nagykallo;47.87491;21.84082;HU
Nagyhalasz;48.13266;21.76104;HU
Nagyecsed;47.86547;22.39159;HU
Nadudvar;47.41667;21.16667;HU
Miskolc;48.10306;20.77806;HU
Mindszent;46.52362;20.19038;HU
Mezotur;47;20.63333;HU
Mezokovesd;47.81667;20.58333;HU
Mezokovacshaza;46.4;20.91667;HU
Mezohegyes;46.31667;20.81667;HU
Mezocsat;47.81667;20.91667;HU
Mezobereny;46.81667;21.03333;HU
Mateszalka;47.95528;22.32348;HU
Mako;46.21667;20.48333;HU
Letavertes;47.38333;21.9;HU
Kunszentmarton;46.83916;20.28879;HU
Kunmadaras;47.43333;20.8;HU
Kunhegyes;47.36667;20.63333;HU
Korosladany;46.96667;21.08333;HU
Kondoros;46.76667;20.8;HU
Komadi;47;21.5;HU
Kisvarda;48.21667;22.08333;HU
Kisujszallas;47.21667;20.76667;HU
Kenderes;47.25;20.68333;HU
Kemecse;48.07532;21.80625;HU
Kazincbarcika;48.25;20.63333;HU
Karcag;47.31667;20.93333;HU
Kaba;47.35;21.28333;HU
Jaszladany;47.36667;20.16667;HU
Jaszkiser;47.45;20.21667;HU
Jaszapati;47.51667;20.15;HU
Ibrany;48.12329;21.70953;HU
Hosszupalyi;47.39303;21.7328;HU
Hodmezovasarhely;46.41667;20.33333;HU
Heves;47.6;20.28333;HU
Hajduszoboszlo;47.45;21.4;HU
Hajdusamson;47.6;21.76667;HU
Hajdunanas;47.85;21.43333;HU
Hajduhadhaz;47.68333;21.66667;HU
Hajdudorog;47.81667;21.5;HU
Hajduboszormeny;47.66667;21.51667;HU
Gyula;46.65;21.28333;HU
Gyomaendrod;46.93333;20.83333;HU
Fuzesgyarmat;47.1;21.21667;HU
Fuzesabony;47.75;20.41667;HU
Felsozsolca;48.1;20.86667;HU
Fehergyarmat;47.98333;22.51667;HU
Fegyvernek;47.26667;20.53333;HU
Encs;48.33333;21.13333;HU
Emod;47.93333;20.81667;HU
Elek;46.53333;21.25;HU
Egyek;47.63333;20.9;HU
Eger;47.90265;20.37329;HU
Edeleny;48.3;20.73333;HU
Devavanya;47.03333;20.96667;HU
Derecske;47.35;21.56667;HU
Debrecen;47.53167;21.62444;HU
Csorvas;46.63333;20.83333;HU
Csongrad;46.71332;20.14241;HU
Csenger;47.83582;22.68096;HU
Berettyoujfalu;47.22362;21.53656;HU
Bekescsaba;46.68333;21.1;HU
Bekes;46.76667;21.13333;HU
Battonya;46.28333;21.01667;HU
Balmazujvaros;47.61667;21.35;HU
Balkany;47.77066;21.86314;HU
Alsozsolca;48.06982;20.88046;HU
Abony;47.1899;20.00476;HU
Zuglo;47.51758;19.10549;HU
Zirc;47.26362;17.87373;HU
Zalaszentgrot;46.94474;17.07925;HU
Zalaegerszeg;46.84;16.84389;HU
Veszprem;47.09327;17.91149;HU
Veresegyhaz;47.6459;19.29536;HU
Vecses;47.40705;19.28648;HU
Varpalota;47.19936;18.13954;HU
Vac;47.77591;19.13612;HU
Ullo;47.38771;19.35533;HU
Tura;47.60924;19.60279;HU
Toeroekbalint;47.42931;18.91356;HU
Tolna;46.42677;18.78248;HU
Toekoel;47.32178;18.96249;HU
Tatabanya;47.58494;18.39325;HU
Tata;47.65289;18.31838;HU
Tat;47.74148;18.64813;HU
Tarnok;47.37327;18.84579;HU
Tapolca;46.88152;17.44117;HU
Tapioszentmarton;47.3399;19.74648;HU
Tapioszele;47.33609;19.87724;HU
Tapioszecso;47.45;19.60923;HU
Suelysap;47.45206;19.53369;HU
Tamasi;46.63333;18.28333;HU
Taksony;47.32968;19.06695;HU
Szombathely;47.23088;16.62155;HU
Szigetvar;46.04865;17.80554;HU
Szigetszentmiklos;47.34382;19.04335;HU
Szigethalom;47.32228;19.00262;HU
Szentlorinc;46.04016;17.98719;HU
Szentgotthard;46.95261;16.27358;HU
Szentendre;47.66943;19.07561;HU
Szekszard;46.35014;18.70905;HU
Szekesfehervar;47.18995;18.41034;HU
Szecseny;48.08057;19.52019;HU
Szazhalombatta;47.32949;18.93878;HU
Szabadszallas;46.87575;19.22324;HU
Sumeg;46.97703;17.28209;HU
Sopron;47.68501;16.59049;HU
Solymar;47.59246;18.93212;HU
Soltvadkert;46.57889;19.39389;HU
Solt;46.80101;19.00098;HU
Siofok;46.90413;18.058;HU
Siklos;45.85499;18.29752;HU
Sarvar;47.25395;16.93525;HU
Sarbogard;46.88692;18.62041;HU
Salgotarjan;48.09872;19.80303;HU
Rackeve;47.16095;18.94478;HU
Pusztaszabolcs;47.13718;18.76704;HU
Pomaz;47.64227;19.02784;HU
Polgardi;47.06099;18.302;HU
Pilisvorosvar;47.61386;18.90893;HU
Piliscsaba;47.63417;18.82886;HU
Pilis;47.28904;19.54848;HU
Pecs;46.0725;18.23083;HU
Pecel;47.48962;19.34162;HU
Paty;47.51709;18.82851;HU
Paszto;47.92019;19.69829;HU
Paradsasvar;47.9126;19.97709;HU
Papa;47.33004;17.4674;HU
Paks;46.6221;18.85569;HU
Oroszlany;47.48671;18.31225;HU
Orkeny;47.12991;19.43324;HU
Orbottyan;47.68711;19.28239;HU
Ocsa;47.29986;19.23057;HU
Nyergesujfalu;47.76027;18.55694;HU
Nagykoros;47.03419;19.77857;HU
Nagykata;47.41514;19.7441;HU
Nagykanizsa;46.45347;16.99104;HU
Nagyatad;46.22961;17.35788;HU
Mosonmagyarovar;47.86789;17.26994;HU
Morahalom;46.21806;19.8851;HU
Mor;47.37787;18.20353;HU
Monor;47.35133;19.44733;HU
Mohacs;45.9902;18.68621;HU
Melykut;46.21509;19.38102;HU
Martonvasar;47.31601;18.79045;HU
Marcali;46.58498;17.41196;HU
Maglod;47.44258;19.36438;HU
Lorinci;47.73295;19.67867;HU
Lenti;46.62403;16.53863;HU
Lajosmizse;47.02133;19.56171;HU
Labatlan;47.74735;18.49623;HU
Kunszentmiklos;47.02699;19.12575;HU
Koszeg;47.38922;16.541;HU
Kormend;47.01096;16.60596;HU
Komlo;46.19278;18.26494;HU
Komarom;47.74318;18.11913;HU
Kobanya;47.48427;19.13913;HU
Kistelek;46.4725;19.97972;HU
